Title,cleaned_text,Bias
Trump Wants to Meet Putin 'Immediately' to End War in Ukraine,"President Donald Trump said on Thursday he would like to meet with Russian President Vladimir Putin ""immediately"" to negotiate an end to the Ukraine war. Putin responded on Friday that the Ukraine war might have been avoided if the 2020 U.S. presidential election had not been ""stolen"" from Trump. ""From what I hear, Putin would like to see me, and we'll leave as soon as we can. I'd meet immediately,"" Trump said from the White House on Thursday after delivering a feisty video address to the World Economic Forum (WEF) in Davos, Switzerland. ""Everyday we don't meet, soldiers are being killed on the battlefield,"" he said. In his speech to the WEF, Trump called on the Saudi-led OPEC cartel to reduce the cost of oil, cutting off Russia's income so it could no longer afford to continue the war. ""If the price came down, the Russia-Ukraine war would end immediately,"" he predicted. ""They should have done it long ago. They're very responsible, actually, to a certain extent, for what's taking place. Millions of lives are being lost,"" he said. Trump used his preferred social media platform, Truth Social, later on Thursday to urge Putin to ""stop this ridiculous war."" ""IT'S ONLY GOING TO GET WORSE. If we don't make a 'deal', and soon, I have no other choice but to put high levels of Taxes, Tariffs, and Sanctions on anything being sold by Russia to the United States, and various other participating countries,"" Trump wrote, making liberal use of capital letters for emphasis, as is his custom. ""Let's get this war, which never would have started if I were President, over with! We can do it the easy way, or the hard way - and the easy way is always better. It's time to 'MAKE A DEAL,'"" he added. The Kremlin said on Friday that Putin is ready for a telephone conference with Trump. ""Putin is ready. We are waiting for signals. Everyone is ready. It is difficult to read the coffee grounds here. As soon as there is something, if there is something, we will inform you,"" said Kremlin spokesman Dmitry Peskov. This was not a malapropism about reading tea leaves. Reading coffee grounds to predict the future is an art form in Turkey. Peskov said Russia is prepared to discuss arms control with Trump, in addition to the war in Ukraine, and would like to cooperate with the new American administration on denuclearization. Russia withdrew from its last arms control agreement with the United States, the New START Treaty, in 2023. ""We are interested in starting this negotiation process as soon as possible. The ball is in the Americans' court, who have stopped all substantive contacts,"" said Peskov. The Kremlin, however, rejected Trump's assertion that lower oil prices could bring Russia to the negotiating table. ""This conflict does not depend on oil prices,"" Peskov said. The price of Russian oil is currently spiking due to U.S. sanctions, which have raised the shipping fees for Russian crude by almost 500% since the beginning of January. Russia's biggest oil customer, China, has reportedly grown nervous about taking deliveries from sanctioned tanker ships. The Russians are attempting to solve this problem by rotating other ships that have not been named in U.S. sanctions to deliver oil to Chinese ports. On Friday morning, Putin gave a press conference in which he said he might not have invaded Ukraine if Donald Trump had been re-elected in 2020. Putin said Trump lost that election because his opponent, Joe Biden, cheated. ""I cannot but agree with him that if he had been president, if his victory had not been stolen from him in 2020, then perhaps there would not have been the crisis in Ukraine that arose in 2022,"" Putin said. Putin praised Trump as ""smart"" and ""pragmatic"" and predicted he would do a better job of managing the U.S. economy than Biden. He said he was prepared to talk with Trump about the Ukraine crisis as soon as possible. ""We have always said, and I want to emphasise this once again, that we are ready for these negotiations on Ukrainian issues,"" he said. At roughly the same time, Putin's Foreign Ministry issued a belligerent statement that blamed Western countries for prolonging the war by supplying weapons to the ""illegitimate Kyiv regime."" ""Despite the increasingly loud talk about the need for peace talks, no practical actions indicating a real readiness for them on the part of Kyiv and the West are objectively observed. The issue of the legitimacy of the Ukrainian government is not being resolved,"" the Russian Foreign Ministry said. The head of that ministry, Sergei Lavrov, was somewhat more accommodating after Putin signaled his readiness to speak with Trump. Lavrov said such a dialog can begin if the U.S. government ""takes into account Russia's interests."" Andriy Yermak, head of Ukrainian President Volodymyr Zelensky, was cool to the notion of Trump and Putin holding bilateral talks about the war. ""Putin is trying to push the idea of negotiations with the United States. But he has one condition: he wants to decide Europe's fate - without Europe. And he seeks to talk about Ukraine - without Ukraine. This will not happen,"" Yermak said.",right
"Marco Rubio warns China is America's 'biggest threat,' affirms value of NATO alliance"," Several of Donald Trump's picks for his Cabinet are appearing before the Senate for confirmation hearings Wednesday. Follow live updates. WASHINGTON (AP) - Florida Sen. Marco Rubio on Wednesday painted a dark vision of the consequences of America's ""unbalanced relationship"" with China, echoing President-elect Donald Trump's anti-globalist rhetoric as he vies to be confirmed as his secretary of state. While touching on issues plaguing the Middle East, Latin America and eastern Europe, Rubio focused much of his five-hour Senate confirmation hearing warning that without swift and substantive policy shifts, China will remain the ""biggest threat"" to American prosperity in the 21st Century. ""If we don't change course, we are going to live in the world where much of what matters to us on a daily basis from our security to our health will be dependent on whether the Chinese allow us to have it or not,"" Rubio testified to the Senate Foreign Relations Committee. Asked about NATO, the 75-year-old security organization that Trump has repeatedly criticized, Rubio affirmed its value, calling it a ""very important alliance."" But Rubio endorsed Trump's view that some European allies should be contributing more to their collective defense, adding that the U.S. must decide whether it wants ""a primary defense role"" or to be a ""backstop"" against aggression. The 53-year-old Republican made the case against China and other U.S. adversaries to his colleagues on the Foreign Relations panel where he served for 14 years. He received a warm welcome from both sides of the aisle, making jokes about how ""surreal"" it was to be on the other side of the dais. ""I hope I can earn your support, whether it's because you believe I would do a good job, or because you want to get rid of me,"" Rubio joked as part of his opening statement.  But in between the niceties, Rubio blamed America's vulnerability to China on the shift to globalism, which he says ""is now a weapon being used against us."" He said the U.S. must begin placing ""our core national interests above all else."" It's a remarkable opening salvo from Rubio, who was born in Miami to Cuban immigrants and who, if confirmed, would become the first Latino to serve as 's top diplomat. The confirmation hearing begins a new chapter in the political career of the third-term senator, whose relationship with Trump has evolved over the last decade. Once rivals trading schoolyard insults as they campaigned for president in 2016, the two men became close allies as Trump campaigned for another White House term last year. Rubio first came to Washington as part of the ""tea party"" wave in 2010 and once advocated for allowing a path to citizenship for immigrants in the country illegally. But like other Republicans, Rubio's views on immigration have shifted toward the hardline stance of Trump, who has pledged to aggressively pursue deportations once he takes office on Monday. Unlike many of Trump's Cabinet selections, Rubio is expected to easily win confirmation, notching support not only from Republicans but also Democrats who endorse him as a ""responsible"" pick to represent the U.S. abroad. Many expect he will be among the first of Trump's Cabinet picks approved. Democratic Sen. Brian Schatz, who served alongside Rubio on the Foreign Relations Committee, said he has high hopes that the Florida Republican will reject the isolationist approach of other Trump allies. ""I think Marco is a hawk, but he's also an internationalist, and I think the challenge for him will be to maintain the long bipartisan tradition of America being indispensable in world affairs,"" the Hawaii lawmaker told The Associated Press. ""And there are people in the Trump world who want us to run away from being the leaders of the free world. And I'm hoping that Marco's instincts towards American strength will win the day."" Rubio's approach to foreign affairs is grounded in his years of service on the Foreign Relations committee and the Senate Intelligence panel. In his speeches and writings, he's delivered increasingly stern warnings about growing military and economic threats to the United States. If confirmed, Rubio will become the leader of U.S. foreign policy - though his role will surely remain secondary to Trump, who relishes the global stage and frequently uses the bully pulpit against America's allies. Even before taking office, Trump has stirred angst in foreign capitals by threatening to seize the Panama Canal and Greenland and suggesting he will pressure Canada to become 's 51st state. When asked about the canal Wednesday, Rubio testified that while he hasn't ""looked at the legal research,"" he is ""compelled to suspect that an argument could be made that the terms under which that canal were turned over has been violated."" But, he added, that ""Panama is a great partner in a lot of other issues and I hope we can resolve this issue."" A Biden administration decision to rescind Cuba's designation as a state sponsor of terrorism with just days left in office is likely to have irked Rubio, who has long supported tough sanctions on the communist-run island. When asked by Sen. Ted Cruz, Republican from Texas, if he believed Cuba should have remained on that list, Rubio replied: ""without a question."" He also indicated that the new administration would reverse plans by the Biden administration to remove Cuba from the state of sponsor of terrorism list. ""Nothing that the Biden administration has agreed to in the last 12 or 18 hours binds the next administration, which starts on Monday,"" Rubio said. Secretaries of state have played a key role in formulating the foreign policy of the country since its founding, starting with the first one, Thomas Jefferson, who served in the top Cabinet position under President George Washington. Since then, Jefferson, as well as his 19th century successors James Madison, James Monroe, John Quincy Adams, Martin Van Buren and James Buchanan, have all gone on to be elected president. More recent secretaries of state have been less successful in their political ambitions, including John Kerry, who lost the 2004 presidential election to President George W. Bush before becoming the top diplomat, and Hillary Clinton, who lost the 2016 election to Trump. The most successful secretaries of state have been known for their closeness to the presidents whom they serve, notably James Baker under George H.W. Bush, Condoleezza Rice under George W. Bush and, to some extent, Clinton under Barack Obama. Like Clinton, Rubio was once a political rival to the president-elect who nominated them. However, the Clinton-Obama relationship during the 2008 Democratic primaries was not nearly as hostile as that between Trump and Rubio in the 2016 GOP primaries, which was marked by name-calling and personal insults. Trump had an acrimonious relationship with his first secretary of state, Rex Tillerson. Trump fired him from the position via a social media post less than two years into his term. Associated Press writer Matt Brown contributed to this report.",left
Trump Zeroes in on Country to Dump Migrants From All Over,"President Donald Trump seems to have finally found a country that won't rebuff his plan to send it hordes of undocumented immigrants who don't hail from that nation. The Trump administration is working on a plan with El Salvador that would allow the Latin American country to accept immigrants from the U.S. even if they are not El Salvadorian, according to CBS News. The plan would designate El Salvador as a ""Safe Third Country"" as part of the agreement, pushing the migrants to seek asylum there instead of the U.S. The move would reinstate an agreement the two countries brokered during Trump's first term, which never went into effect and was terminated by President Joe Biden. It would be the first such agreement struck under Trump's second term, coming weeks after multiple countries rebuffed his attempt to negotiate similar deals. The U.S. currently has a ""Safe Third Country"" agreement with Canada. The deal stems from a close relationship between Trump and Salvadorian President Nayib Bukele, who spoke last week about their quest to ""stop together to stop illegal immigration and crack down on transnational gangs like Tren de Aragua,"" a group Trump moved to declare a terrorist organization last week.  Secretary of State Marco Rubio is also set to visit El Salvador next month as part of a trip through Latin America. The Trump administration has vowed to deport millions of undocumented immigrants across the U.S., and Trump signed multiple executive orders to that effect last week.  reported last month that Mexico and the Bahamas had rejected Trump's request for the nations to accept migrants who didn't come from there. ""The Bahamas simply does not have the resources to accommodate such a request,"" a spokesperson for its prime minister told . Mexico rejected a U.S. deportation flight last week. The report said the Trump transition team had also reached out to Panama, Grenada, and Turks and Caicos to gauge their interests. During the first Trump administration, the government instituted a policy where migrants would be deported to Guatemala without knowing where they were going. Multiple pro-immigrant rights groups sued the administration over the policy, though the lawsuits have not progressed. ",left
"trump calls on putin to make a deal to end russia-ukraine war



read

2 hrs ago","President Donald Trump campaigned on a promise to end the war in Ukraine in 24 hours once in office. However, new developments and a series of back-and-forth drone attacks between Russia and Ukraine serve as signs fighting isn't slowing down. Ukraine's military launched drones into Russia Friday, Jan. 24, hitting oil facilities in Ryazan and a microelectronics production plant in Bryansk. The attacks are the latest in Ukraine's effort to disrupt the Russian military and put pressure on the country's economy by striking the oil industry, which is Moscow's main source of revenue. Download the SAN app today to stay up-to-date with Unbiased. Straight Facts. Point phone camera here Russian drones also attacked Ukraine on Friday, killing three people in separate locations near Kyiv, while also damaging multiple buildings.  Ukrainian President Volodymyr Zelenskyy posted a video to X showing the rescue efforts with a message saying he was grateful to every leader and every country exerting pressure on Russia to bring this ""unprovoked and terrorist war to an end."" All night long, rescue operations continued in the Kyiv region following a Shahed drone attack. Residential buildings were damaged in Brovary and Hlevakha. Tragically, three people lost their lives. my condolences to their families and loved ones.

There are also wounded who are pic.twitter.com/4cluCF9B2B The attacks come as President Trump says Zelenskyy shares the blame for the start of the war. ""You know he's no angel,"" Trump told Fox News about Zelenskyy. ""He shouldn't have allowed this war to happen."" Trump also mentioned Russian President Vladimir Putin this week in a post on Truth Social. ""I'm going to do Russia, whose economy is failing, and President Putin, a very big favor. Settle now, and stop this ridiculous war! It's only going to get worse,"" Trump said. Learn more about our emails. Unsubscribe anytime. By entering your email, you agree to the Terms & Conditions and acknowledge the Privacy Policy. Trump said he is ready to meet with Putin as soon as possible, giving an ultimatum that if the war doesn't end he will put higher taxes, tariffs and sanctions on anything being sold by Russia to the United States. RELATED STORIES",center
Reviewers Say These 41 Things Were Their Best Purchases, and its publishing partners receive a share from retailers on this page. Prices and availability are subject to change.,left
Doug Emhoff had words for senator's husband who refused to shake Harris' hand: report,"Former Second Gentleman Doug Emhoff ""refused"" to shake the hand of the man who recently blew of his wife, former Vice President Kamala Harris - by refusing to shake her hand. CNN's Edward-Isaac Dovere shared via X that ahead of the inauguration, Senator Deb Fischer's (R-NE) husband, Bruce Fischer, ""who went viral for his interaction w/Harris a few weeks ago-went to shake Doug Emhoff's hand Emhoff refused."" According to CNN, ""a person familiar with the interaction"" said, ""Why would you try to shake my hand when you wouldn't shake my wife's hand?"" READ MORE: Racist' husband of GOP senator won't shake Kamala Harris' hand Dovere notes in his report, Harris ""and the senator were not involved in the interaction, though Bruce Fischer did later make his way back over to apologize, the source told CNN."" The CNN reporter added, ""by the time they headed to the car to the Capitol, tempers had cooled and there was a cordial conversation which touched on golf, among other things."" READ MORE: 'No path': Nebraska GOP lawmaker dashes party dreams for 'winner-take-all' electoral proposal",left
Trump's Q&A on Air Force One goes from the plane's color to TikTok and Canada,"President Donald Trump boards Air Force One en route to Florida at Harry Reid International Airport in Las Vegas, on Saturday. ABOARD AIR FORCE ONE - President Donald Trump hasn't been shy about sharing his thoughts since taking office, and he added a 20-minute Q&A with reporters aboard Air Force One to the mix Saturday night. He held forth on everything from the color of the presidential plane to the fate of TikTok, Greenland and Canada. Trump popped in to the plane's press cabin while flying from Las Vegas to Florida, where he was staying at his Doral golf club through Monday evening, though he insisted he'd be too busy to hit the links. The new president scoffed at reporters getting ""a bit more access"" than under his predecessor, Joe Biden, and joked it was ""like 5,000%"" different - meaning he was willing to answer a lot more questions. Trump called Air Force One a ""special plane"" but observed that it hasn't changed much from his last term. And, yes, he still wants to change the plane's exterior colors. ""We want power blue, not baby blue,"" Trump said. ""Everything has its time and place. We'll be changing the colors."" President Donald Trump speaks to reporters aboard Air Force One as he travels from Las Vegas to Miami, on Saturday. Here are some highlights from the conversation: Trump said he's considering several possible investors who are looking to purchase TikTok, which faces the prospect of a U.S. ban if it isn't sold by its Chinese parent company. ""Numerous people are talking to me,"" he said. ""Very substantial people."" He said he expects to decide what happens next ""probably over the next 30 days."" The president said he'd not been in contact with Oracle about buying TikTok, despite reports that he had, and that he'd not spoken to Oracle's billionaire co-founder Larry Ellison, whom he called a friend. He noted Ellison lives ""right down the road"" from his Mar-a-Lago club in Florida. But he said there are many other potential buyers. ""We have a lot of interest in it, and the United States will be a big beneficiary,"" Trump said of a potential sale. ""I'd only do it if the United States benefits."" He added that, ""I have a warm spot in my heart for TikTok"" because he felt like it improved his standing with young voters in November's presidential election. Asked about the series of executive orders he's signed since taking office that have placed new rules on the federal workforce, Trump said he was opposed to work-from-home concessions that became more common during the coronavirus pandemic. ""You have to go to your office and you have to work,"" he said. ""Otherwise, you're not going to have a job."" Trump also said he's not worried about existing federal employees leaving and the talent pool to find replacements being diminished: ""We have very deep talent. We also have a lot of excess people."" ""This was a gimmick for Democrats, to a certain extent,"" he said of existing federal worker rolls, which he suggested were too large. Trump reiterated his desire to somehow purchase Greenland from Denmark, despite that country insisting it's not for sale. ""I do believe Greenland, we'll get because it really has to do with freedom of the world,"" he said. ""It has nothing to do with the United States, other than we're the one that can provide the freedom."" The president also made some of his most extensive comments about his recent suggestions that Canada could become part of the U.S. ""I love Canada,"" he said. ""I have so many friends up in Canada. And they like us, and they like me. But Canada's been taking advantage of the United States for years, and we're not going to let that happen."" He suggested that the U.S. is losing hundreds of millions annually to Canada in trade deficits while Canada does ""almost 90% of their business with the United States."" ""I don't want to spend hundreds of millions of dollars on supporting the country unless that country is a state. And, if it's a state, the people of Canada will pay a much lower tax."" He said Canadians would also ""have no military problems, they'd be much more secure in every way, and I think it's a great thing for Canada."" ""I view it as, honestly, a country that should be a state,"" he said. ""Then, they'll get much better treatment, much better care and much lower taxes and they'll be much more secure.""",lean left
'Political prop': JFK's grandson decries Trump's assassination doc declassification,"Jack Schlossberg, the grandson of John F. Kennedy, went after President Donald Trump's executive order declassifying files on the 1963 assassination of the former president. ""JFK conspiracy theories,"" Schlossberg wrote in a social post to his X account hours after Trump signed the order in the Oval Office Thursday. ""The truth is alot sadder than the myth - a tragedy that didn't need to happen. Not part of an inevitable grand scheme. Declassification is using JFK as a political prop, when he's not here to punch back."" Trump, the subject of two of his own assassination attempts last year, had vowed on the campaign trail to release all documents on the Dallas incident that has long been the subject of fascination - both for historians and conspiracy theorists. He told reporters as he signed the order Thursday: ""A lot of people have been waiting for this for years, for decades,"" before adding ""Everything will be revealed."" Trump's order also includes declassifying all remaining files related to Robert F. Kennedy, the former president's brother, and Martin Luther King Jr. Schlossberg, a Democrat, threw his support to President Joe Biden in the 2024 election after criticizing his cousin, Robert F. Kennedy Jr., a well-known conspiracy theorist himself who is now Trump's nomineeto lead the Department of Health and Human Services.",left
President Donald Trump Pardons Silk Road Founder Ross Ulbricht,"President Donald Trump, fulfilling a promise made at the Libertarian Party's National Convention in May, pardoned Ross Ulbricht today. Ulbricht had been serving a life sentence for his role in founding and operating the dark web marketplace Silk Road. As Trump put it in a Truth Social post: ""in honor of [his mother Lyn Ulbricht], and the Libertarian Movement, which supported me so strongly, it was my pleasure to have just signed a full and unconditional pardon of her son, Ross."" He said ""the scum that worked to convict him were some of the same lunatics who were involved in the modern-day weaponization of government against me."" As I reported on his sentencing in May 2015 (he has been in prison since his October 2013 arrest): Ross Ulbricht was sentenced to life in prison with no paroleby Judge Katherine Forrest in U.S. District Court for the southern district of New York. Ulbricht was convicted back in February on seven charges, all related to the operation of the darkwebsite called Silk Road, which used Tor-enabled anonymity and the cryptocurrency bitcoin to allow people to buy and sell often illegal items in safety and security, with the site providing an escrow service between buyer and seller to ensure both were satisfied. Ulbricht was a clever entrepreneur, enthralled by libertarian ideas derived from the likes of Murray Rothbard and Samuel Konkin about the richness and justice of truly free markets not hobbled by government threats. The charges were: ""narcotics trafficking; distribution of narcotics by means of the Internet; narcotics trafficking conspiracy; continuing criminal enterprise; conspiracy to aid and abet computer hacking; conspiracy to traffic in fraudulent identity documents; and money laundering conspiracy."" None of the charges were related to either personally selling an illegal substance to anyone-Ulbricht merely ran a website that facilitated it-and none were related to causing direct harm to anyone's life or property. Given the amazing water-muddying the prosecution achieved by talking about, but never trying Ulbricht for or proving in court beyond a reasonable doubt, allegedly planned, but never executed, murders for hire, one wonders whether the judge allowed any thoughts of those rumors, even subconsciously, to shape her sentencing decision. Silk Road's innovative mail order using bitcoin, combined with user reviews of sellers, imposed some real market discipline on dealers, kept buyers from the occasional dangers of physically obtaining drugs, and allowed people not violating others' lives and property to buy and sell drugs with less (but not zero) legal risk.  Because of all that, and the site's role in publicizing and popularizing the use of bitcoin as currency, Ulbricht was considered a martyr of sorts to many in the libertarian and bitcoin communities. Trump's promise, out of character for a man who otherwise advocates the death penalty for drug dealing, was widely seen as an attempt to appeal to those parts of the larger anti-establishment coalition he put together on his way to his return to the White House. Ulbricht has expressed regret and his intention to be a law-abiding citizen, and there is certainly little reason to think he'd ever represent any danger to others on release. Reason's Nick Gillespie and Jacob Sullum have, in the past week, provided detailed discussions about why letting Ulbricht out after serving 11 years is proper and just. As I wrote upon his sentencing, Ulbricht need not ""worry about redemption per se. Ulbricht and Silk Road.sent out a more powerful message than the one the government wanted Judge [Katherine] Forrest to send: that ingenuity and technology and effort can create wonderfully helpful realms of freedom in markets and behavior."" The Libertarian Party Connection Despite facing criticism for her support of Trump-and for the L.P.'s falling fortunes in membership, money, and candidates-Angela McArdle, chair of the Libertarian National Committee, argued for Libertarian support for Trump in large part based on his promise of Ulbricht's release, or at least because he was the type of major party candidate who would release him. While she has at different times intimated that her cooperation with Trump induced him to make the promise, and also that, as she told Tom Woods on his podcast in June 2024, Trump in fact already signed a pardon for Ulbricht in 2020 but was somehow foiled by underlings, the pardon does indicate that Trump considers a libertarian constituency one he is behooved to do favors for, which is an encouraging sign that he can feel pressured to sometimes do the right thing in libertarian terms. While many doubted Trump would come through, Ulbricht himself seemed confident it would happen, as he expressed in a November post-election X post. McArdle also insisted in a November interview with Reason's Robby Soave on The Hill's Rising program that she'd arranged meetings between Trump's people and Ulbricht's family about the matter. McArdle repeated her confidence that Trump would make good on his vow last week. One just favor for libertarians does not a libertarian administration make, especially not one so dedicated to hobbling free trade, punishing the press, rounding up peaceful immigrants, and pursuing autarkist nationalist industrial policy. But Trump's coming through on this promise makes a huge difference for one man who did not deserve to spend the rest of his life in prison, and deserves justified applause.",center
Federal judge 'very interested in details' of Jan. 6. defendant's plan to 'join the Russian Army' â€º,"Kevin Loftus is among the many far-right Donald Trump supporters who has faced charges stemming from his role in the January 6, 2021 attack on the U.S. Capitol Building. Now, according to Politico's Kyle Cheney, the judge in USA v. Loftus, Daniel L. Friedrich, is ""very interested in the details of"" the ""Jan. 6 defendant's plan to join the Russian army."" Loftus, the Wall Street Journal reported, wanted to join the Russian Army in order to ""fight against Ukraine,"" but he was unable to leave the U.S. - as he was stopped from boarding a flight to Turkey. READ MORE:'America will not be made great again': McConnell received ovation after 'swipe' at Trump A December 9 court document in USA v. Loftus reads, ""On or before December 10, 2024, the government shall provide discovery related to the defendant's alleged plans to join the Russian Army, including but not limited to the audiotape of the defendant's statement(s) to law enforcement."" Discovery is the requirement that attorneys representing opposing sides in a case share evidence. According to the document, a sentencing hearing is ""scheduled for December 14."" The sentencing comes at a time when President-elect Donald Trump is promising to pardon January 6 defendants-who he calls ""hostages""-after returning to the White House on January 20, 2024. READ MORE: Why Measles, Whooping Cough and worse could roar back under RFK's watch ",left
Meet the far-right think tank chair spending millions to defeat 'the woke regime',"Founded by the late Harry V. Jaffa, a former speechwriter for then-Sen. Barry Goldwater (R-Arizona), back in 1979, the Claremont Institute was once a very mainstream conservative think tank. But in recent years, Claremont has taken a far-right ultra-MAGA turn - repeatedly praising former President Donald Trump, promoting Christian nationalism, and arguing that democracy and traditional conservatism have outlived their usefulness. In 2021, Claremont's American Mind website published a controversial essay by senior fellow Glenn Ellmers, who wrote, ""Most people living in the United States today - certainly more than half - are not Americans in any meaningful sense of the term."" Ellmer's piece was slammed as dangerous and troubling by many Never Trump conservatives, including writers for The Bulwark. Claremont remains fully committed to Trump and the MAGA agenda. In an article published on October 22, The Guardian's Jason Wilson details Claremont Chairman's Thomas Klingenstein's activities as a GOP megadonor and his efforts to put Trump back in the White House. READ MORE:Deep-red states meet 'wall of hostility' in forcing Christian nationalism on public schools Klingenstein, according to Federal Election Commission (FEC) figures reported by Wilson, has contributed more than $10 million to Republicans in 2024. ""Klingenstein has been one of Claremont's largest donors for decades,"" Wilson explains. ""As the Institute has made its hard-right, pro-Trump drift in recent years, Klingenstein has continued to publicly describe U.S. politics with extremist rhetoric, calling it a 'cold civil war,' and has encouraged right-wingers to join the fight to defeat what he calls 'the woke regime.' His spending puts him at the forefront of a class of donors who are explicitly supporting more extreme and polarizing politics in Trump's Republican Party."" The Guardian reporter adds, ""The largesse has already dwarfed his contributions in previous election seasons. The money has gone exclusively to Republicans, and has included seven-figure donations to at least four pro-Trump PACs in recent months."" Wilson notes, however, that Klingenstein's donations to the GOP in 2024 may be more than $10 million - as FEC data obtained by The Guardian only reflects donations made as of early July. READ MORE: Conservative think tank linked to 'shadowy' group pushing 'extreme Christian nationalism' ""His heightened giving has coincided with Claremont's embrace of Trumpism, which writers - including Laura Field - have argued has transformed it from a respected conservative think tank into a propaganda juggernaut that envisions a radical remaking of the U.S. along far-right lines,"" Wilson warns. ""The Guardian has reported extensively on the Claremont Institute's ties to radical far-right politics. Claremont's president is one of the senior figures there who are members of the shadowy Society for American Civic Renewal (SACR), an exclusive, men-only fraternal order which aims to replace the U.S. government with an authoritarian 'aligned regime.' Claremont has also provided direct funding for SACR."" READ MORE: Donald 'let me believe' in abortion rights: Melania Trump Read The Guardian's full report at this link. ",left
