Title,cleaned_text,Bias
"Google holds illegal monopolies in ad tech, US judge finds, allowing US to seek breakup",alphabet googlo googl illeg domin two market onlin advertis technolog judg rule thursday deal anoth blow tech giant pave way us antitrust prosecutor seek breakup advertis product us district judg leoni brinkema alexandria virginia found googl liabl will acquir maintain monopoli power market publish ad server market ad exchang sit buyer seller publish ad server platform use websit store manag ad inventori,Center
Hungary's parliament passes constitutional amendment banning public LGBTQ+ events,amend declar children right moral physic spiritu develop supersed right right life includ right peac assembl hungari parliament pass amend constitut allow govern ban public event lgbtq commun decis legal scholar critic call anoth step toward authoritarian amend requir twothird vote pass along parti line vote propos rule fideszkdnp coalit led prime minist viktor,Center
First black Republican congresswoman Mia Love dies at 49,mia love first us black republican congresswoman die age utah famili announc pass away peac sunday surround famili home town saratoga spring statement said love daughter haitian immigr repres state utah hous repres,Center
See How Government Spending Is Up Even as Musk Touts Savings,feder spend higher sinc presid trump took offic even depart govern effici slash contract cut job end divers program wall street journal analysi daili financi statement issu treasuri depart found govern spend sinc inaugur billion period administr presid joe biden doge claim cut billion far journal analysi found effort yet affect bottom line,Center
"Peter Marks, top US vaccine official, forced to resign",top us vaccin offici forc resign media report say top vaccin offici us food drug administr fda forc job us media report peter mark offer letter resign health human servic hh offici friday given choic resign fire becom clear truth transpar desir secretari rather wish subservi confirm misinform lie mr mark wrote resign letter,Center
USDA halts millions of dollars worth of deliveries to food banks,agricultur depart halt million dollar worth deliveri food bank without explan accord food bank leader six state usda previous alloc million deliveri food bank fiscal year emerg food assist program food bank leader say mani order cancel halt deliveri first report politico come agricultur depart separ axe two food program end billion plan feder spend school food bank purchas,Lean Left
"No, It Was Not a Few Bad Apples In the Media Who Lied to the American People",treat cia call modifi limit hangout tri recov credibl systemat failur lie disgust less selfdelud member public past decad formerli mainstream media engag seri lie hoax campaign slander disfavor peopl movement coverup democrat scandal expos member priesthood cult busi explain got wrong,Lean Right
"New Mexico governor activates National Guard, declares emergency over crime",new mexico gov michel lujan grisham declar state emerg address rise crime opioid crisi strain local law enforc start midmay nation guard troop assist albuquerqu polic nonlaw enforc duti governor say deploy aim support offic focu commun safeti aclu new mexico warn move could lead increas profil crimin vulner popul,Center
Ten Tariff Questions Never Asked,presid donald trump socal trade war mani call american effort obtain either tariff pariti reduct roughli trillion trade deficit year consecut trade deficit trade war call polici past halfcenturi europ asia china other ensur asymmetr tariff pseudohealth secur trade restrict larg surplus trade peac trade fair nation prefer surplus deficit nation prefer trade surplus protect tariff,Lean Right
"Sean 'Diddy' Combs appears in court, loses bid to delay sex-crimes trial",feder govern sexcrim case sean diddi comb soon underway underscor urgent push hold one music industri promin figur account us district judg arun subramanian rule friday comb defens team request push back start feder trial roughli twohour hear april comb seen smile wave peopl exit courtroom includ mother emot subdu hear previou one march,Lean Left
The Trump Administration Accidentally Texted Me Its War Plans,world found shortli pm eastern time march unit state bomb houthi target across yemen howev knew two hour first bomb explod attack might come reason knew pete hegseth secretari defens text war plan plan includ precis inform weapon packag target time,Left
Vance tells Greenlanders they'd be better off being part of the United States,vice presid vanc told peopl greenland would better part unit state rather denmark remark visit us militari base arctic territori friday presid trump repeatedli express interest acquir territori spark sharp reaction greenland denmark,Lean Left
Booker stages Senate filibuster to protest 'crisis' he says Trump and Musk created,new jersey democrat sen cori booker tuesday morn still speak senat floor stage filibust start pm monday night call protest nation crisi said presid donald trump elon musk creat monday night said set last long physic abl speak hour,Lean Left
Rapper Young Scooter Dies at Age 39 on His Birthday Following Hospitalization,young scooter atlanta rapper sign futur waka flocka flame reportedli die day birthday yearold man die injur leg fenc fled polic respond call home william nye drive friday march atlanta polic depart state press confer man transport gradi hospit pronounc dead,Lean Left
House passes legislation to curb authority of ‘rogue’ district judges,hous republican move limit author feder judg pass legisl wednesday even prevent issu nationwid injunct hous vote pass rogu rule act restrict feder judg issu farreach injunct instead rule would appli parti directli involv case,Lean Right
A dozen US states sue to halt Trump's tariffs,dozen us state join togeth lawsuit aim block presid donald trump spate tariff upend global trade suit led new york governor attorney gener argu presid lack author impos levi note tariff must approv us congress twelv state join lawsuit file unit state court intern trade white hous accus new york attorney gener letitia jame priorit witch hunt,Center
Fact Check Team: Unelected judges vs. Trump: How the courts are dictating his presidency,ongression republican frustrat increas number nationwid injunct issu district court judg block presid donald trump polici senat josh hawley introduc legisl aim ban broad injunct accord press releas hawley nationwid injunct abus prevent act would,Right
US Supreme Court to scrutinize Federal Communications Commission fund's legality,us suprem court set wednesday hear feder commun commiss defens mechan use fund multibillion dollar effort expand phone broadband internet access lowincom rural american beneficiari fcc coalit telecommun firm interest group appeal lower court rule found agenc fund oper effect levi misbegotten tax american consum violat us constitut vest legisl author congress latest case come,Center
Greenpeace Verdict Is a Wake-Up Call for Progressive NGOs,greenpeac back radic protest tri block north dakota pipelin pipelin compani huge damag lawsuit icon ngo nonprofit take notic wednesday juri mandan north dakota return stun verdict greenpeac role violent protest mislead pr campaign disrupt construct dakota access pipelin juri hear civil lawsuit found greenpeac usa two greenpeac entiti liabl civil conspiraci defam trespass misde,Right
Supreme Court weighs South Carolina's ban of Planned Parenthood from Medicaid program,us suprem court heard oral argument wednesday whether south carolina resid right choos plan parenthood provid medicaid act state tri exclud largest abort provid medicaid program justic heard oral argument case medina v plan parenthood south atlant deal whether legal south carolina ban abort provid medicaid john bursch senior counsel allianc defend freedom argu case behalf south carolina say,Lean Right
Birthright Citizenship Reaches Supreme Court,suprem court set hear oral argument may justic depart emerg request narrow string district court order block presid donald trump execut order would restrict birthright citizenship take effect trump administr yet ask high court rule constitution presid order request justic address use univers injunct go far beyond parti involv case appli anyon could affect accord hill,Right
Trump Administration Plans to Freeze Family-Planning Grants,trump administr move freez ten million dollar feder familyplan grant certain organ investig whether money use divers effort peopl familiar matter said,Center
Trump says countries that purchase oil from Venezuela will pay 25% tariff on any trade with U.S.,presid donald trump said monday us impos tariff countri buy oil ga venezuela seek increas pressur presid nicola maduro china countri buy oil ga venezuela face tariff trade us trump said post social media platform truth social tariff take effect april presid said,Center
Who will be the next pope? Key candidates in an unpredictable process,next pope decis could profound impact cathol church world billion baptis roman cathol also promis highli unpredict open process host reason colleg cardin meet conclav sistin chapel debat vote prefer candid singl name prevail cardin appoint pope franci elect pope first time,Center
Matt Taibbi Files $10 Million Libel Lawsuit Against Democratic Congresswoman,independ journalist matt taibbi file million libel lawsuit democrat congresswoman thursday allegedli fals accus sexual harass amplifi claim social media account,Lean Right
Harvard University sues Trump administration to stop funding freeze,harvard univers file lawsuit trump administr claim freez feder grant worth billion dollar unlaw presid alan garber announc action monday letter univers commun said bn fund freez would hamper critic diseas research harvard world richest univers last week reject list demand trump administr said design curb divers initi fight antisemit school respons lawsuit white hous said,Center
Trump rescinds order targeting law firm after it makes $40m promise,presid donald trump rescind execut order target prestigi intern law firm promis abandon divers polici provid worth free legal work support white hous initi paul weiss rifkind wharton garrison llp multin law firm headquart new york mani highprofil client,Center
Ex-US Rep. George Santos sentenced to over 7 years in prison for fraud and identity theft,disgrac former us rep georg santo lie life stori defraud donor sentenc friday seven year prison sob heard punish new york republican serv congress bare year hous colleagu oust plead guilti last summer feder wire fraud aggrav ident theft,Left
A second judge rules against Trump's removal of transgender troops,feder judg new jersey temporarili block trump administr separ two transgend servic member air forc rule second instanc feder judg rule trump administr seek implement ban transgend peopl serv militari,Right
"Former FAA contractor pleads guilty to spying for Iran, sharing private info on US airports, energy industry",natur us citizen live great fall virginia plead guilti wednesday work iranian govern intellig offici behalf us contractor feder aviat administr faa depart justic doj said yearold abouzar rahmati plead guilti feder court conspir act act agent iranian govern us without prior notif attorney gener rahmati previous islam revolutionari guard corp irgc st lt branch,Right
Canada hits back at US car tariffs with reciprocal measures,canada say start impos tariff certain vehicl import us retali similar measur neighbour tariff import tax paid canadian buy automobil part us confirm new tax would appli midnight wednesday canadian financ minist francoisphilipp champagn said countri respond unwarr unreason tariff,Center
Who was at Pope Francis' funeral and where did they sit?,numer world leader royal gather rome pope franci funer among promin figur vatican st peter squar saturday morn princ william us presid donald trump predecessor joe biden britain prime minist sir keir starmer french presid emmanuel macron attend come fragil time intern diplomaci trump meet ukrain presid volodymyr zelenski servic,Center
"Donald Trump Cuts Will Impact Weather Forecasts Across World, Agency Warns",budget staf cut presid donald trump administr undermin global effort monitor climat produc accur weather forecast warn european centr mediumrang weather forecast ecmwf qualiti quantiti climat observ avail scientist worldwid suppli nation ocean atmospher administr noaa alreadi suffer measur declin accord ecmwf director gener florenc rabier,Center
House Judiciary Chair Jim Jordan lays out sweeping agenda for judicial reform,presid donald trump face stiff challeng feder judg across countri hous judiciari committe chairman jim jordan rohio lay sweep agenda judici reform rein judg say overtli polit,Lean Right
Judge to hear arguments against pro-Palestinian activist Mahmoud Khalil,trump administr thursday make case deport propalestin activist recent columbia univers graduat mahmoud khalil thursday morn hear feder govern expect expand newest accus khalil arrest earlier month taken immigr custom enforc detent center khalil hold legal perman resid statu unit state,Center
Trump administration says 'top MS-13 national leader' arrested,us arrest top ms gang member accord post x attorney gener pam bondi im proud announc earli morn brave law enforc offic conduct success oper captur top ms nation leader bondi post doj rest make america safe,Lean Left
Gold Price Hits All-Time High as World Braces for Trump Tariffs,price gold soar alltim high per ounc tuesday morn investor brace potenti econom fallout us presid donald trump unleash sweep new tariff set unveil april gold safehaven asset long regard hedg financi uncertainti saw increas demand market react trump plan impos reciproc tariff trade partner see current trade term broadli unfair us,Center
2 Key Pentagon Officials Have Been Suspended Following Leaks Investigation: Reports,two pentagon offici escort depart defens place administr leav tuesday amid probe unauthor disclosur accord multipl news report dan caldwel top aid defens secretari pete hegseth name infam signal group chat implic department investig leak accord reuter first report suspens caldwel veteran marin corp iraq war blame give report classifi inform offici told cb news,Left
Three big unknowns ahead of Trump's 'Liberation Day' tariffs,donald trump say tariff come messag us presid consist tariff import tax come thick fast sinc took offic hard keep track trump alreadi rais duti chines import well steel aluminium good canada mexico higher levi car due go effect week wait trump unveil detail plan wider set tariff,Center
NAACP sues U.S. Education Department over DEI school funding cuts,naacp su us depart educ tuesday stop alleg illeg effort cut fund school use divers equiti inclus program prevent black student receiv equal educ opportun,Center
"Ex-Biden campaign staffer slams former president's team for knowing he was 'not capable,' feels 'lied to'",former biden campaign aid ashley allison said wednesday felt lie discuss revel new book presidenti campaign specif former biden white hous chief staff ron klain reveal former presid exhaust prepar june debat feel lie cnn host abbi phillip ask allison work bidenharri campaign allison said ye think hadnt around presid debat work joe biden,Right
US military takes an abrupt turn after decades of climate change research,everi winter us militari gather alli arctic oper ice camp warm region becom increasingli access rais concern border peac us naval academi annapoli maryland million sea wall project finish last year keep rise tide flood base time year,Lean Left
"As nuclear waste piles up, Congress is at a standoff over where to store it",lawyer argu earlier month suprem court permit facil handl temporari nuclear wast storag justic neil gorsuch point skunk room would lack singl perman facil govern could dump radioact wast buri deep earth luck mind gener come,Lean Right
Why Trump Is Right About Ending The Debt Ceiling,presid trump right junk debt limit congression budget offic announc week us govern run money juli august unless congress rais debt limit put ceil uncl sam borrow,Lean Right
"Myanmar's military declares a ceasefire as earthquake deaths pass 3,000",myanmar rule militari declar temporari ceasefir countri civil war wednesday facilit relief effort follow magnitud earthquak kill peopl surpris announc militari leader also head unelect govern came late wednesday state televis mrtv said halt fight would run april show compass peopl affect friday quak,Lean Left
Trump executive order seeks to 'restore' American history through Smithsonian overhaul,presid donald trump sign execut order thursday direct vice presid jd vanc elimin divis racecent ideolog smithsonian museum educ research center nation zoo titl restor truth saniti american histori order state wide respect symbol american excel global icon cultur achiev smithsonian institut recent year come influenc divis racecent ideolog shift promot narr portray american western valu inher harm oppress,Lean Left
Speaker Johnson scrambles for solutions to parental proxy voting impasse,speaker mike johnson rla scrambl break impass push allow proxi vote new parent standoff gop leadership rep anna paulina luna rfla harden band nine republican led luna join democrat tuesday torpedo vote procedur rule includ languag thwart proxi vote effort halt unrel key legisl busi hous floor prompt leadership send lawmak home week reopen floor johnson advanc procedur rule govern debat legisl first howev,Center
Whistleblower tells Senate committee that Meta undermined US national security to cozy up to China,whistleblow wednesday told congression lawmak facebook founder mark zuckerberg execut lie congress meta activ tri help china develop artifici intellig effort win favor beij sarah wynnwilliam detail experi meta scath memoir careless peopl testifi senat judiciari subcommitte crime counterterror wit zuckerberg execut repeatedli undermin us nation secur betray american valu report,Lean Right
Fox Business host confused why media are covering the economic pain of Trump's tariffs on Americans,steve dooci cohost first thing talk charl number one issu tariff one thing lawrenc ask pain averag american jd vanc said cant fix overnight ultim cost probabl go pain big question peopl get idea greater good charl payn fox busi host think presid trump ran tariff saw presid,Right
Trump’s Risky Reliance on the Alien Enemies Act,creat state war would steep cost expedit remov venezuelan gangster could deport regular immigr law anyway campaign trail candid donald trump pledg use alien enemi act deport illegalalien gang member march presid trump deliv promis order remov el salvador venezuelan illeg alien suspect member tren de aragua tda gang controversi immedi aros whether administr defi court order stop,Lean Right
DHS boss Noem vows to ‘hunt’ down those making swatting calls targeting conservative media,depart homeland dh secur secretari kristi noem join fbi director kash patel fight swat call target member conserv news media announc wednesday depart hunt coward patel recent confirm rise swat incid someon tri send arm polic anoth person hous fals pretens aim media figur famili act said put live victim respond offic danger,Right
Four lingering questions about Trump officials' Signal chat,past hour top white hous offici face question lawmak press journalist came join sensit group chat upcom militari oper presid donald trump nation secur team share sensit inform unsecur manner atlant first report detail group chat platform signal editor chief jeffrey goldberg ad follow thread top trump administr offici discuss upcom militari strike houthi yemen,Center
Democratic-led states sue to block Trump from $11 billion health funding cut,group democraticl state tuesday su republican us presid donald trump administr challeng cancel billion feder grant state alloc covid pandem attorney gener governor state district columbia lawsuit file feder court rhode island argu us depart health human servic lack author unilater claw back fund state alreadi built health program around,Center
'Sometimes you have to take medicine': Trump defends sweeping tariffs,us presid donald trump defend sweep tariff import sent shockwav global stock market say sometim take medicin fix someth speak report aboard air forc one late sunday said job invest would return us make wealthi like never trump top offici stress tariff announc last week would implement plan play recess fear hour trump comment stock market plung asia earli monday japan,Center
Nearly half of Puerto Rico still without power after island-wide blackout,nearli half puerto rico remain without electr thursday morn follow islandwid blackout left million custom dark disrupt servic hospit intern airport hotel accord associ press outag began wednesday afternoon also left resid without water thursday morn power restor custom water servic resum affect popul ap report caus blackout remain investig thursday,Lean Left
Lawmakers take action after report shows Biden-era SBA failed to probe 2 million alleged COVID aid fraudsters,respect chair small busi committe chamber congress unveil plan address roughli million like fraudul pandem aid applic flag recent govern report sen joni ernst iowa rep roger william texa republican plan introduc sba fraud enforc extens act wednesday hope corral alleg scofflaw say broke law prevent untold number legitim us small busi receiv crucial aid bill extend statut limit year,Right
"Dr. Peter Marks, top vaccine official at FDA, resigns and criticizes RFK Jr.",dr peter mark top vaccin offici food drug administr wrote letter friday resign posit critic health human servic secretari robert f kennedi jr question effect vaccin year promot debunk claim certain vaccin link autism letter address act fda commission sara brenner mark said would resign retir director center biolog evalu research effect april accord copi,Lean Left
Dartmouth abstains from signing letter against federal funding cuts,dartmouth colleg ivi leagu univers sign letter condemn trump administr tri dictat polici paus billion dollar feder fund said would effect way defend mission valu,Lean Left
"Fact Check Team: Exploring the current state of the Russia-Ukraine War, and the cost",resid donald trump continu advoc ceasefir russia ukrain conflict enter third year unit state recent help broker partial ceasefir focus safer navig black sea shipment halt longrang strike energi site howev disagr persist ceasefir time scope report variou outlet say trump frustrat presid putin zelenskyy report associ press said russia demand us lift sanction first ukrain question ceasefir benefit,Right
Kyiv and Moscow accuse each other of countless violations of one-day Easter ceasefire,russia ukrain accus thousand attack violat oneday easter ceasefir declar presid vladimir putin kremlin say order extend paus frontlin fight washington said would welcom extens truce presid volodymyr zelenskiy reiter sever time ukrain willing paus strike day war,Center
"Russian missile strike kills 34 in Ukraine's Sumy, Kyiv says",ballist missil hit centr citi ukrain north far russian border kyiv offici say peopl injur bodi strewn street ukrain say russia use cluster munit deliber hit civilian moscow yet comment deadliest strike sinc septemb attack come soon trump envoy held talk putin us push end war two russian ballist missil slam heart northern ukrainian citi sumi sunday kill peopl wound deadliest strike,Center
Judge halts Trump's shutdown of Voice of America,feder judg order trump administr restor job fund voic america usback news outlet rule effort dismantl violat law constitut voa employe includ journalist place leav follow presid donald trump order white hous accus broadcast antitrump radic voa still primarili radio servic set world war ii counter nazi propaganda becom major global media broadcast,Center
"US court won't pause ruling requiring Trump administration to reinstate 25,000 workers",us appeal court friday refus paus judg rule requir trump administr reinstat worker feder agenc lost job part republican presid purg feder workforc panel richmond virginiabas th us circuit court appeal said reason paus decis judg baltimor maryland expect decid next week whether extend lawsuit brought democratl state washington dc,Center
Supreme Court delays midnight deadline for Trump admin to fix mistaken deportation,suprem court chief justic john robert issu temporari administr stay put midnight deadlin govern return mistakenli deport maryland man us give court time consid argument present side trump administr ask suprem court emerg intervent case kilmar armando abrego garcia govern admiss remov el salvador mistak,Lean Left
Operation Assad: the air mission to smuggle the Syrian despot's valuables,enemi close damascu bashar alassad rule syria iron fist year use privat jet spirit away cash valuabl confidenti document map corpor web behind wealth yasar ibrahim presid top econom advis arrang leas plane transport assad treasur asset rel aid presidenti palac personnel unit arab emir aboard four flight accord account oper piec togeth reuter dozen sourc,Center
Jury finds NY Times not liable in Sarah Palin defamation case,feder juri manhattan tuesday found new york time nytn open new tab liabl allegedli defam sarah palin editori gun control deal former republican us vice presidenti candid second loss trial verdict came retrial palin case feder appeal court threw verdict time favor,Center
Schumer says he's staying put amid growing resignation pressure,minor leader chuck schumer dni said he step leadership interview air sunday amid mount pressur within parti abandon post matter he remain defiant democrat lawmak outsid group pile call step asid schumer dealt key blow former presid biden reelect bid argu he absolut make mistak biden hesit step,Lean Left
Inflation could hit different this time,skyhigh inflat pummel american labor market boom wage rise soften blow vulner place matter economist expect tariff drive inflat least shortterm concern wage wont keep lead lower incom real pain mani theyr say pinch higher price expect come month may hit harder postpandem inflat spike wrote jp morgan chief economist michael feroli note friday ing chief intern,Lean Left
"Trump administration launches probe into chip imports, first step toward semiconductor tariffs",trump administr taken next step toward impos tariff key import launch investig import comput chip chip make equip pharmaceut depart commerc post notic probe late monday feder regist seek public comment within three week formal announc earlier although presid donald trump paus biggest tariff hike last week day apart import china said still plan tariff pharmaceut drug lumber copper,Center
Appeals court rules Trump can fire board members of independent labor agencies,appeal court rule friday presid donald trump fire two board member independ agenc handl labor issu respect post feder govern divid threejudg panel us court appeal district columbia circuit agre lift order block trump administr remov merit system protect board member cathi harri nation labor relat board member gwynn wilcox march us district judg rudolph contrera rule trump illeg tri fire harri two day later us district judg beryl howel rule,Left
Trump 'very angry' with Putin over ceasefire negotiations,donald trump said angri piss russian presid vladimir putin week attempt negoti ceasefir ukrain interview us presid criticis putin attack ukrainian presid volodymyr zelenski credibl threaten impos tariff countri buy russian oil agre ceasefir last week putin suggest possibl unrun govern ukrain organis new elect begin peac talk trump comment mark chang,Center
DEI Is Dying,presid donald trump end feder dei program even compani second thought victoria secret chang divers equiti inclus inclus belong even woke disney despit squander million sharehold dollar moron new version snow white join mob compani drop dei program divers equiti inclus sound good,Lean Right
A Depleted Hamas Is So Low on Cash That It Can’t Pay Its Fighters,hama face new problem gaza come cash need pay rank file israel last month cut suppli humanitarian good enclav hama seiz sell rais fund accord arab isra western offici renew offens target kill hama offici play import role distribut cash cadr sent other hide arab intellig offici said,Center
Trump's 25% auto import tariffs: these are the most impacted manufacturers,presid donald trump tariff automobil automobil part go hit automak harder other particularli among lower share ussold vehicl assembl outsid us instanc volvo mazda volkswagen hyundai motor includ brand genesi kia import least respect us sale accord sp global mobil compar ford honda stellanti gener motor car made us sp global mobil report show trump view tariff,Lean Right
ICC sent Hungary a request to arrest and surrender Netanyahu hours after his arrival,intern crimin court icc sent request hungarian govern arrest surrend prime minist benjamin netanyahu detent center hagu due arrest warrant issu court last year emerg sunday accord report channel news surrend request sent sever hour netanyahu land countri thursday hungarian govern refus compli promptli announc quit icc,Center
"Trump can't revoke legal status of migrants from Cuba, Haiti, Nicaragua and Venezuela, judge rules",trump administr cant immedi revok deport protect work permit hundr thousand migrant cuba haiti nicaragua venezuela enter us legal bidenera program feder judg rule monday us district court judg indira talwani block trump administr move forward plan termin legal statu migrant april administr warn affect announc would need self deport date face arrest deport feder immigr,Lean Left
"PBS, NPR Cover Their Own Bosses, Downplay Ridiculous Bias Denial",pb face difficulti wednesday night cover boss take tough question republican capitol hear wednesday pb actual air republican cite us conserv media watchdog group didnt want serious engag anyth pb correspond william brangham includ plenti republican democrat soundbit hear also air pb boss paula kerger claim drag queen sing children hip drag queen go swish swish swish,Right
"Tornados, strong storms rip through Central US, causing at least 10 deaths",tornado strong storm rip state central us caus least death properti damag report arkansa missouri tennesse kentucki illinoi indiana death occur tennesse kentucki missouri indiana accord weather channel,Lean Right
"Bernie Sanders takes Coachella stage to rail against Trump, 'billionaire class' at high-dollar music festival",sen berni sander ivt took coachella stage saturday derid presid donald trump billionair crowd luxuri music festivalgo sander selfdescrib democrat socialist introduc perform clairo prais yearold artist whose real name clair cottril polit activ join rep maxwel frost dfla yearold sander note youngest member congress view one best member,Right
White House orders NIH to research trans 'regret' and 'detransition',trump administr order nation institut health studi physic mental health effect undergo gender transit accord intern nih memo obtain direct share two current nih staffer want identifi fear retribut act nih director mark memoli say nih must studi impact social transit andor chemic surgic mutil among children transit specif white hous want nih studi,Lean Left
Trump admin cancels over $12B in health care grants,trump administr cancel billion dollar grant fund state local health depart without warn throw program disarray matter move cast doubt state abil continu substanc use disord support program prevent emerg infecti diseas among effort virginia state health depart alreadi begun lay staff result fund cut,Lean Left
"Vehicle Carrying 4 U.S. Soldiers Is Found in a Lithuanian Swamp, Officials Say",heavi vehicl carri four us armi soldier found submerg swamp lithuania day soldier disappear train mission us militari said wednesday vehicl discov search us armi lithuanian militari lithuanian author us militari said statement soldier found,Lean Left
The 'world's coolest dictator' heads to the White House,nayib bukel el salvador presid selfstyl world coolest dictat due visit presid trump white hous monday he first latin american leader get offici invit oval offic sinc trump took offic,Lean Left
Houthi rebels launch rare missile attack on northern Israel,iranback houthi rebel yemen launch missil target northern israel earli wednesday accord isra militari attack rare houthi enforc militari blockad red sea gulf aden support palestinian peopl ten thousand kill israel war anoth iranproxi militia hama gaza,Center
Democratic Boston city councilwoman pleads guilty to public corruption charges,boston citi councilwoman agre tuesday plead guilti feder public corrupt charg allegedli use inflat bonu pay rel kickback scheme democrat tania fernand anderson arrest fbi agent decemb six feloni charg includ five count wire fraud one count theft concern feder fund program relat alleg kickback scheme earn thousand taxpay dollar,Lean Right
Fact check: Did Mexico shut down its ports of entry to protest Trump’s tariffs?,wide share video show entranc world trade bridg port entri close mexican nation guard film feb protest trucker upset long cross time news outlet report allsid highlight content gigafact network newsroom respond onlin claim view full fact brief el paso matter,Center
French far-right leader Marine Le Pen barred from running for public office for five years,marin le pen bar run public offic five year mean would abl run french presidenti elect found guilti embezzl european fund financ french farright nation ralli rn parti le pen expect guilti sentenc fiveyear ban write correspond hugh schofield pari le pen left courtroom judg hand detail sentenc also given fouryear prison sentenc two,Center
'Signalgate' Racks up Seven Times More Coverage than Yemen Airstrikes,last week abc cb nbc spent nearli minut cover leak messag privat signal chat trump administr offici first hour messag publish network spent minut cover actual militari oper discuss leak messag midmarch unit state launch stillongo seri airstrik houthi rebel yemen retali report attack merchant vessel red sea oper would ultim prove,Right
"Trump sends Happy Easter wishes, then blisters judges and 'liberal lunatics' blocking his agenda",presid donald trump sunday wish american easter fill peac joy unleash detractor polit court said block agenda put countri risk happi easter includ radic left lunat fight scheme hard bring murder drug lord danger prison mental insan well known ms gang member wife beater back countri trump wrote truth social post target democrat feder judg,Lean Right
"Russia, US discussing rare earth metals projects, Putin envoy says",russia unit state start talk joint rare earth metal project russia compani alreadi express interest presid vladimir putin invest envoy said remark publish monday amid effort us presid donald trump end war ukrain miner cooper float kyiv moscow though trump said sunday ukrainian presid volodymyr zelenskiy want back propos deal,Center
A second South Carolina death row inmate chooses execution by firing squad,south carolina death row inmat friday chose execut fire squad five week state carri first death bullet mikal mahdi plead guilti murder kill polic offic schedul execut april mahdi choic die fire squad lethal inject electr chair first inmat execut state sinc brad sigmon chose shot death march doctor pronounc sigmon dead less,Left
"Ukraine, US to meet in Riyadh after Russia-US Black Sea ceasefire talks",ukrainian us deleg schedul meet tuesday saudi arabia follow russiau talk day earlier limit black sea ceasefir propos washington hope open way broader peac negoti daylong talk monday saudi arabia russian us offici portray washington step presid donald trump effort end threeyearold war,Center
White House calls on Supreme Court to rein in judges blocking Trump's agenda,white hous blast activist feder judg call us suprem court rein wednesday presid donald trump alli escal attack judg rule administr white hous press secretari karolin leavitt told report incumb upon suprem court take action judg act erron,Center
"White House wants to defund independent Social Security board, sources say",white hous want defund bipartisan board advis presid congress social secur polici two sourc familiar matter told reuter trump administr move cut cost elimin independ voic govern white hous offic manag budget notifi staff social secur advisori board plan cut board annual budget around million zero accord sourc spoke condit anonym discuss nonpubl budgetari detail,Center
Fewer People Support Censoring False Information Online,percentag american think govern take step restrict fals inform onlin shrink accord new data pew research center american lose patienc idea govern censor name stop misinform pew also found decreas support idea tech compani make effort,Center
Judge orders US government to return man who was mistakenly deported to El Salvador by end of Monday,feder judg friday rule unit state must bring back man mistakenli deport el salvador last month judg paula xini us district court maryland direct feder govern return kilmar abrego garcia salvadoran nation us later pm april,Lean Left
Did Texas rank first in job growth in 2024?,texa ad net job state although state higher per capita job growth allsid highlight content gigafact network newsroom respond onlin claim view full fact brief el paso matter,Center
DOGE abruptly cut a program for teens with disabilities. This student is 'devastated',visit websit elon musk depart govern effici doge youll find wall receipt list feder contract termin littl detail provid besid save cancel hard determin cost collater damag cut famili cost,Lean Left
Milwaukee County Circuit Judge Hannah Dugan arrested by federal authorities at Courthouse,milwauke counti circuit judg hannah dugan arrest april feder author investig whether tri help undocu immigr avoid arrest appear courtroom last week offici confirm dugan schedul appear us magistr judg stephen dri april second floor feder courthous downtown milwauke accord two feder sourc bradi mccarron spokesman us marshal servic washington dc confirm dugan arrest milwauke,Lean Left
Russia Captures Several More Villages In Eastern & Southern Ukraine,russian forc continu roll villag east south ukrain saturday sunday full battlefield press continu even amid presid trump effort get side negoti tabl first saturday russia defens ministri announc captur two villag shchebraki southern zaporizhzhia region panteleimonivka eastern donetsk region,Lean Right
"200 college leaders decry Trump's ""undue government intrusion"" in education",univers presid chancellor sign onto tuesday letter denounc trump administr coerciv use public research fund matter dissent presid trump higher educ threat slowli grow theyr say speak one voic unpreced govern overreach polit interfer endang american higher educ univers leader said letter,Lean Left
"HHS to cut 10,000 jobs, consolidate departments",health human servic secretari robert f kennedi jr announc major overhaul thursday elimin fulltim employe depart mr kennedi also said hh consolid divis includ new administr healthi america cut number region offic five restructur leav popular insur program medicaid medicar intact secretari said reorient agenc mission toward end chronic ill erad environment toxin,Lean Right
"Trump Targets ActBlue, Foreign Contributions",presid donald trump thursday direct justic depart investig main fundrais platform use democrat respond accus simpli weapon govern polit oppon republican leader sign memorandum instruct attorney gener pam bondi probe suppos foreign illicit payment platform includ actblu use democrat process donat elect campaign caus onlin republican said want probe look use fundrais platform make straw dummi contribut,Right
Zelensky urges Trump to visit Ukraine ahead of deal with Russia,ukrain presid volodymyr zelenski invit donald trump visit countri ahead deal russia end war pleas kind decis kind form negoti come see peopl civilian warrior hospit church children destroy dead zelenski said interview cbss minut programm interview record russian missil hit citi sumi kill peopl injur other russia said strike militari militaryrel target trump said,Center
Gov. DeSantis said he returned $500M in funds to US Treasury because of 'strings attached',florida gov ron desanti said return nearli million us treasuri money mani string attach twoterm republican governor mention hed recent met elon musk us depart govern effici million alloc florida project also said grant would requir state check tailpip emiss someth desanti said would never,Lean Right
